SCHOOL_CODE,Pass_Percentage,Result
QQ0522,66.67%,Attention
QQ0523,100.00%,Reward
QQ0524,50.00%,Attention
QQ0525,100.00%,Reward
QQ0526,100.00%,Reward
QQ0527,100.00%,Reward
QQ0528,50.00%,Attention
QQ0530,0.00%,Attention
QQ0531,50.00%,Attention
QQ0532,33.33%,Attention
QQ0533,0.00%,Attention
QQ0534,50.00%,Attention
QQ0535,50.00%,Attention
QQ0536,50.00%,Attention
QQ0537,100.00%,Reward
QQ0538,33.33%,Attention
QQ0539,100.00%,Reward
QQ0541,0.00%,Attention
QQ0542,50.00%,Attention
QQ0543,100.00%,Reward
QQ0544,100.00%,Reward
QQ0545,100.00%,Reward
QQ0546,0.00%,Attention
QQ0547,100.00%,Reward
QQ0550,100.00%,Reward
QQ0552,0.00%,Attention
QQ0553,0.00%,Attention
QQ0555,100.00%,Reward
QQ0556,100.00%,Reward
QQ0558,100.00%,Reward
QQ0559,0.00%,Attention
QQ0560,30.00%,Attention
QQ0561,100.00%,Reward
QQ0565,100.00%,Reward
QQ0566,100.00%,Reward
QQ0567,100.00%,Reward
QQ0568,0.00%,Attention
QQ0571,100.00%,Reward
QQ0573,0.00%,Attention
QQ0575,100.00%,Reward
QQ0576,100.00%,Reward
QQ0577,100.00%,Reward
QQ0578,100.00%,Reward
QQ0579,0.00%,Attention
QQ0580,66.67%,Attention
QQ0583,100.00%,Reward
QQ0586,100.00%,Reward
QQ0588,0.00%,Attention
QQ0591,0.00%,Attention
QQ0594,100.00%,Reward
QQ0598,100.00%,Reward
QQ0599,100.00%,Reward
QQ0601,66.67%,Attention
QQ0603,0.00%,Attention
QQ0604,0.00%,Attention
QQ0605,100.00%,Reward
QQ0606,100.00%,Reward
QQ0900,0.00%,Attention
RA0001,42.86%,Attention
RA0002,31.58%,Attention
RA0003,33.33%,Attention
RA0004,100.00%,Reward
RA0005,100.00%,Reward
RA0006,71.43%,Attention
RA0007,76.92%,Normal
RA0008,75.00%,Attention
RA0009,75.00%,Attention
RA0010,100.00%,Reward
RA0011,62.50%,Attention
RA0012,100.00%,Reward
RA0013,50.00%,Attention
RA0014,66.67%,Attention
RA0015,100.00%,Reward
RA0016,50.00%,Attention
RA0017,100.00%,Reward
RA0018,25.00%,Attention
RA0019,75.00%,Attention
RA0020,77.78%,Normal
RA0021,40.00%,Attention
RA0022,0.00%,Attention
RA0023,66.67%,Attention
RA0024,100.00%,Reward
RA0025,71.43%,Attention
RA0026,100.00%,Reward
RA0027,100.00%,Reward
RA0028,100.00%,Reward
RA0029,100.00%,Reward
RA0030,0.00%,Attention
RA0031,36.36%,Attention
RA0032,100.00%,Reward
RA0034,75.00%,Attention
RA0035,70.00%,Attention
RA0036,80.00%,Reward
RA0037,50.00%,Attention
RA0038,100.00%,Reward
RA0039,50.00%,Attention
RA0040,90.00%,Reward
RA0041,84.62%,Reward
RA0042,73.68%,Attention
RA0043,66.67%,Attention
RA0044,75.00%,Attention
RA0045,100.00%,Reward
RA0046,75.00%,Attention
RA0047,57.14%,Attention
RA0048,50.00%,Attention
RA0049,87.50%,Reward
RA0050,100.00%,Reward
RA0051,100.00%,Reward
RA0052,66.67%,Attention
RA0053,0.00%,Attention
RA0054,40.00%,Attention
RA0055,0.00%,Attention
RA0056,100.00%,Reward
RA0057,0.00%,Attention
RA0059,100.00%,Reward
RA0061,57.14%,Attention
RA0062,0.00%,Attention
RA0063,100.00%,Reward
RA0064,100.00%,Reward
RA0065,50.00%,Attention
RA0066,100.00%,Reward
RA0067,100.00%,Reward
RA0068,100.00%,Reward
RA0069,50.00%,Attention
RA0070,100.00%,Reward
RA0071,100.00%,Reward
RA0072,100.00%,Reward
RA0073,100.00%,Reward
RA0074,80.00%,Reward
RA0076,33.33%,Attention
RA0077,100.00%,Reward
RA0078,66.67%,Attention
RA0079,100.00%,Reward
RA0080,100.00%,Reward
RA0082,100.00%,Reward
RA0083,100.00%,Reward
RA0084,100.00%,Reward
RA0085,9.09%,Attention
RA0086,57.14%,Attention
RA0087,100.00%,Reward
RA0088,100.00%,Reward
RA0089,100.00%,Reward
RA0090,100.00%,Reward
RA0091,100.00%,Reward
RA0092,100.00%,Reward
RA0094,0.00%,Attention
RA0096,100.00%,Reward
RA0097,100.00%,Reward
RA0098,100.00%,Reward
RA0099,100.00%,Reward
RA0100,100.00%,Reward
RA0101,75.00%,Attention
RA0102,80.00%,Reward
RA0103,100.00%,Reward
RA0105,75.00%,Attention
RA0106,50.00%,Attention
RA0107,100.00%,Reward
RA0109,16.67%,Attention
RA0110,100.00%,Reward
RA0111,100.00%,Reward
RA0112,66.67%,Attention
RA0113,100.00%,Reward
RA0114,100.00%,Reward
RA0118,66.67%,Attention
RA0119,100.00%,Reward
RA0120,100.00%,Reward
RA0121,50.00%,Attention
RA0122,100.00%,Reward
RA0123,100.00%,Reward
RA0124,50.00%,Attention
RA0125,100.00%,Reward
RA0126,100.00%,Reward
RA0127,50.00%,Attention
RA0129,85.71%,Reward
RA0130,100.00%,Reward
RA0131,100.00%,Reward
RA0132,0.00%,Attention
RA0133,100.00%,Reward
RA0135,100.00%,Reward
RA0136,100.00%,Reward
RA0137,0.00%,Attention
RA0138,75.00%,Attention
RA0139,83.33%,Reward
RA0140,75.00%,Attention
RA0141,50.00%,Attention
RA0142,100.00%,Reward
RA0143,0.00%,Attention
RA0145,66.67%,Attention
RA0146,50.00%,Attention
RA0147,100.00%,Reward
RA0148,100.00%,Reward
RA0149,100.00%,Reward
RA0150,66.67%,Attention
RA0151,50.00%,Attention
RA0153,100.00%,Reward
RA0154,75.00%,Attention
RA0155,100.00%,Reward
RA0158,100.00%,Reward
RA0161,0.00%,Attention
RA0162,100.00%,Reward
RA0164,33.33%,Attention
RA0165,100.00%,Reward
RA0167,100.00%,Reward
RA0168,66.67%,Attention
RA0169,100.00%,Reward
RA0170,100.00%,Reward
RA0172,80.00%,Reward
RA0178,0.00%,Attention
RA0179,50.00%,Attention
RA0180,100.00%,Reward
RA0181,33.33%,Attention
RA0182,50.00%,Attention
RA0183,50.00%,Attention
RA0184,50.00%,Attention
RA0185,100.00%,Reward
RA0187,66.67%,Attention
RA0188,100.00%,Reward
RA0189,100.00%,Reward
RA0192,100.00%,Reward
RA0193,100.00%,Reward
RA0194,100.00%,Reward
RA0195,100.00%,Reward
RA0197,50.00%,Attention
RA0199,100.00%,Reward
RA0200,100.00%,Reward
RA0202,50.00%,Attention
RA0203,100.00%,Reward
RA0204,100.00%,Reward
RA0205,100.00%,Reward
RA0206,100.00%,Reward
RA0207,100.00%,Reward
RA0209,0.00%,Attention
RA0210,0.00%,Attention
RA0211,100.00%,Reward
RA0212,100.00%,Reward
RA0213,100.00%,Reward
RA0214,100.00%,Reward
RA0219,100.00%,Reward
RA0221,100.00%,Reward
RA0224,66.67%,Attention
RA0226,100.00%,Reward
RA0227,100.00%,Reward
RA0228,100.00%,Reward
RA0230,100.00%,Reward
RA0232,100.00%,Reward
RA0233,0.00%,Attention
RR0001,66.67%,Attention
RR0002,25.00%,Attention
RR0003,77.78%,Normal
RR0004,83.33%,Reward
RR0005,75.00%,Attention
RR0006,22.22%,Attention
RR0007,57.14%,Attention
RR0008,60.00%,Attention
RR0009,50.00%,Attention
RR0010,85.71%,Reward
RR0011,25.00%,Attention
RR0012,100.00%,Reward
RR0013,50.00%,Attention
RR0014,75.00%,Attention
RR0015,80.00%,Reward
RR0016,80.00%,Reward
RR0017,28.57%,Attention
RR0018,75.00%,Attention
RR0020,66.67%,Attention
RR0021,66.67%,Attention
RR0022,83.33%,Reward
RR0023,75.00%,Attention
RR0024,66.67%,Attention
RR0025,100.00%,Reward
RR0027,71.43%,Attention
RR0028,0.00%,Attention
RR0029,100.00%,Reward
RR0030,80.00%,Reward
RR0031,66.67%,Attention
RR0032,100.00%,Reward
RR0033,71.43%,Attention
RR0034,0.00%,Attention
RR0035,66.67%,Attention
RR0036,100.00%,Reward
RR0037,50.00%,Attention
RR0038,66.67%,Attention
RR0039,66.67%,Attention
RR0040,100.00%,Reward
RR0041,75.00%,Attention
RR0042,28.57%,Attention
RR0043,50.00%,Attention
RR0044,100.00%,Reward
RR0045,25.00%,Attention
RR0046,40.00%,Attention
RR0047,100.00%,Reward
RR0048,50.00%,Attention
RR0049,85.71%,Reward
RR0050,66.67%,Attention
RR0051,66.67%,Attention
RR0052,100.00%,Reward
RR0053,100.00%,Reward
RR0054,14.29%,Attention
RR0055,100.00%,Reward
RR0056,100.00%,Reward
RR0057,0.00%,Attention
RR0059,85.71%,Reward
RR0060,50.00%,Attention
RR0061,100.00%,Reward
RR0062,50.00%,Attention
RR0063,100.00%,Reward
RR0064,50.00%,Attention
RR0065,60.00%,Attention
RR0066,0.00%,Attention
RR0067,0.00%,Attention
RR0068,83.33%,Reward
RR0069,83.33%,Reward
RR0070,50.00%,Attention
RR0071,100.00%,Reward
RR0072,45.45%,Attention
RR0073,100.00%,Reward
RR0074,100.00%,Reward
RR0075,100.00%,Reward
RR0076,100.00%,Reward
RR0077,40.00%,Attention
RR0078,75.00%,Attention
RR0079,100.00%,Reward
RR0080,80.00%,Reward
RR0081,100.00%,Reward
RR0082,100.00%,Reward
RR0083,0.00%,Attention
RR0084,100.00%,Reward
RR0085,33.33%,Attention
RR0086,50.00%,Attention
RR0087,100.00%,Reward
RR0088,100.00%,Reward
RR0089,83.33%,Reward
RR0090,100.00%,Reward
RR0091,85.71%,Reward
RR0092,60.00%,Attention
RR0093,100.00%,Reward
RR0094,100.00%,Reward
RR0095,83.33%,Reward
RR0096,50.00%,Attention
RR0097,100.00%,Reward
RR0100,100.00%,Reward
RR0101,100.00%,Reward
RR0102,100.00%,Reward
RR0103,100.00%,Reward
RR0104,0.00%,Attention
RR0105,100.00%,Reward
RR0107,100.00%,Reward
RR0108,100.00%,Reward
RR0109,75.00%,Attention
RR0110,100.00%,Reward
RR0111,100.00%,Reward
RR0112,60.00%,Attention
RR0115,0.00%,Attention
RR0116,100.00%,Reward
RR0117,100.00%,Reward
RR0118,0.00%,Attention
RR0119,75.00%,Attention
RR0120,75.00%,Attention
RR0122,100.00%,Reward
RR0123,100.00%,Reward
RR0124,100.00%,Reward
RR0125,100.00%,Reward
RR0128,80.00%,Reward
RR0134,100.00%,Reward
RR0136,100.00%,Reward
RR0137,75.00%,Attention
RR0138,50.00%,Attention
RR0139,100.00%,Reward
RR0143,100.00%,Reward
RR0145,100.00%,Reward
RR0146,100.00%,Reward
RR0147,100.00%,Reward
RR0148,100.00%,Reward
RR0150,100.00%,Reward
RR0151,100.00%,Reward
RR0152,100.00%,Reward
RR0153,100.00%,Reward
RR0154,60.00%,Attention
RR0155,100.00%,Reward
RR0156,100.00%,Reward
RR0158,50.00%,Attention
RR0159,100.00%,Reward
RR0160,100.00%,Reward
RR0161,100.00%,Reward
RR0162,100.00%,Reward
RR0163,100.00%,Reward
RR0164,66.67%,Attention
RR0165,100.00%,Reward
RR0167,100.00%,Reward
RR0168,100.00%,Reward
RR0169,100.00%,Reward
RR0170,100.00%,Reward
RR0171,87.50%,Reward
RR0172,100.00%,Reward
RR0173,71.43%,Attention
RR0174,100.00%,Reward
RR0176,100.00%,Reward
RR0177,66.67%,Attention
RR0178,100.00%,Reward
RR0179,66.67%,Attention
RR0181,100.00%,Reward
RR0182,100.00%,Reward
RR0183,100.00%,Reward
RR0185,100.00%,Reward
RR0187,100.00%,Reward
RR0188,100.00%,Reward
RR0189,100.00%,Reward
RR0190,60.00%,Attention
RR0191,100.00%,Reward
RR0192,0.00%,Attention
RR0193,100.00%,Reward
RR0195,33.33%,Attention
RR0196,100.00%,Reward
RR0197,100.00%,Reward
RR0200,0.00%,Attention
RR0201,0.00%,Attention
RR0203,100.00%,Reward
RR0205,100.00%,Reward
RR0206,0.00%,Attention
RR0209,33.33%,Attention
RR0213,100.00%,Reward
RR0216,100.00%,Reward
RR0217,50.00%,Attention
RR0218,100.00%,Reward
RR0219,50.00%,Attention
RR0220,100.00%,Reward
RR0221,50.00%,Attention
RR0222,0.00%,Attention
RR0223,100.00%,Reward
RR0224,100.00%,Reward
RR0225,100.00%,Reward
RR0226,100.00%,Reward
RR0227,100.00%,Reward
RR0228,100.00%,Reward
RR0229,50.00%,Attention
RR0230,80.00%,Reward
RR0231,85.71%,Reward
RR0232,100.00%,Reward
RR0233,100.00%,Reward
RR0234,100.00%,Reward
RR0235,100.00%,Reward
RR0237,100.00%,Reward
RR0238,0.00%,Attention
RR0239,0.00%,Attention
RR0240,100.00%,Reward
RR0241,0.00%,Attention
RR0242,100.00%,Reward
RR0243,100.00%,Reward
RR0244,100.00%,Reward
RR0245,100.00%,Reward
RR0246,100.00%,Reward
RR0248,100.00%,Reward
RR0249,100.00%,Reward
RR0251,50.00%,Attention
RR0252,25.00%,Attention
RR0253,0.00%,Attention
RR0254,100.00%,Reward
RR0257,100.00%,Reward
RR0259,100.00%,Reward
RR0263,83.33%,Reward
RR0265,100.00%,Reward
RR0266,0.00%,Attention
RR0267,50.00%,Attention
RR0268,50.00%,Attention
RR0269,50.00%,Attention
RR0271,100.00%,Reward
RR0272,0.00%,Attention
RR0274,100.00%,Reward
RR0275,100.00%,Reward
RR0276,100.00%,Reward
RR0277,100.00%,Reward
RR0278,75.00%,Attention
RR0279,100.00%,Reward
RR0280,100.00%,Reward
RR0283,0.00%,Attention
RR0286,100.00%,Reward
RR0287,100.00%,Reward
RR0288,100.00%,Reward
RR0289,100.00%,Reward
RR0292,100.00%,Reward
RR0293,100.00%,Reward
RR0295,100.00%,Reward
RR0298,66.67%,Attention
RR0299,100.00%,Reward
RR0300,50.00%,Attention
RR0301,100.00%,Reward
RR0302,100.00%,Reward
RR0303,100.00%,Reward
RR0304,50.00%,Attention
RR0309,0.00%,Attention
RR0310,100.00%,Reward
RR0312,100.00%,Reward
RR0313,100.00%,Reward
RR0314,0.00%,Attention
RR0315,75.00%,Attention
RR0318,100.00%,Reward
RR0319,100.00%,Reward
RR0320,100.00%,Reward
RR0324,50.00%,Attention
RR0325,100.00%,Reward
RR0326,100.00%,Reward
RR0327,100.00%,Reward
RR0329,100.00%,Reward
RR0330,100.00%,Reward
RR0332,100.00%,Reward
RR0333,100.00%,Reward
RR0335,100.00%,Reward
SS0001,11.11%,Attention
SS0002,33.33%,Attention
SS0003,0.00%,Attention
SS0004,33.33%,Attention
SS0005,50.00%,Attention
SS0006,50.00%,Attention
SS0007,11.11%,Attention
SS0008,42.86%,Attention
SS0009,55.56%,Attention
SS0010,83.33%,Reward
SS0011,50.00%,Attention
SS0012,0.00%,Attention
SS0013,40.00%,Attention
SS0014,75.00%,Attention
SS0015,100.00%,Reward
SS0016,100.00%,Reward
SS0017,0.00%,Attention
SS0018,22.22%,Attention
SS0019,50.00%,Attention
SS0020,28.57%,Attention
SS0021,50.00%,Attention
SS0022,25.00%,Attention
SS0023,36.36%,Attention
SS0024,16.67%,Attention
SS0025,33.33%,Attention
SS0026,54.55%,Attention
SS0027,100.00%,Reward
SS0028,100.00%,Reward
SS0029,83.33%,Reward
SS0030,33.33%,Attention
SS0031,66.67%,Attention
SS0032,100.00%,Reward
SS0033,0.00%,Attention
SS0034,80.00%,Reward
SS0035,50.00%,Attention
SS0036,50.00%,Attention
SS0037,55.56%,Attention
SS0038,50.00%,Attention
SS0039,66.67%,Attention
SS0040,50.00%,Attention
SS0041,66.67%,Attention
SS0042,37.50%,Attention
SS0043,66.67%,Attention
SS0044,55.56%,Attention
SS0045,60.00%,Attention
SS0047,100.00%,Reward
SS0048,31.25%,Attention
SS0049,33.33%,Attention
SS0050,66.67%,Attention
SS0051,80.00%,Reward
SS0052,62.50%,Attention
SS0053,50.00%,Attention
SS0054,75.00%,Attention
SS0055,0.00%,Attention
SS0056,83.33%,Reward
SS0057,70.00%,Attention
SS0058,66.67%,Attention
SS0059,66.67%,Attention
SS0060,100.00%,Reward
SS0061,33.33%,Attention
SS0062,66.67%,Attention
SS0063,40.00%,Attention
SS0064,60.00%,Attention
SS0065,0.00%,Attention
SS0066,40.00%,Attention
SS0067,50.00%,Attention
SS0068,0.00%,Attention
SS0069,0.00%,Attention
SS0070,55.56%,Attention
SS0071,100.00%,Reward
SS0072,66.67%,Attention
SS0073,40.00%,Attention
SS0074,100.00%,Reward
SS0075,62.50%,Attention
SS0076,66.67%,Attention
SS0077,50.00%,Attention
SS0078,100.00%,Reward
SS0079,100.00%,Reward
SS0080,0.00%,Attention
SS0081,66.67%,Attention
SS0082,0.00%,Attention
SS0083,27.27%,Attention
SS0084,50.00%,Attention
SS0085,0.00%,Attention
SS0087,22.22%,Attention
SS0088,100.00%,Reward
SS0089,80.00%,Reward
SS0090,100.00%,Reward
SS0091,100.00%,Reward
SS0092,0.00%,Attention
SS0093,66.67%,Attention
SS0094,50.00%,Attention
SS0095,33.33%,Attention
SS0096,100.00%,Reward
SS0097,50.00%,Attention
SS0098,0.00%,Attention
SS0099,0.00%,Attention
SS0100,50.00%,Attention
SS0101,80.00%,Reward
SS0102,50.00%,Attention
SS0103,100.00%,Reward
SS0104,66.67%,Attention
SS0105,100.00%,Reward
SS0106,50.00%,Attention
SS0107,50.00%,Attention
SS0108,60.00%,Attention
SS0109,0.00%,Attention
SS0111,0.00%,Attention
SS0112,100.00%,Reward
SS0113,0.00%,Attention
SS0114,33.33%,Attention
SS0115,100.00%,Reward
SS0117,33.33%,Attention
SS0118,0.00%,Attention
SS0119,50.00%,Attention
SS0120,50.00%,Attention
SS0121,100.00%,Reward
SS0122,100.00%,Reward
SS0123,100.00%,Reward
SS0124,20.00%,Attention
SS0126,33.33%,Attention
SS0127,20.00%,Attention
SS0128,100.00%,Reward
SS0130,100.00%,Reward
SS0132,100.00%,Reward
SS0134,80.00%,Reward
SS0135,50.00%,Attention
SS0136,100.00%,Reward
SS0137,57.14%,Attention
SS0138,50.00%,Attention
SS0139,33.33%,Attention
SS0140,0.00%,Attention
SS0141,100.00%,Reward
SS0142,66.67%,Attention
SS0144,50.00%,Attention
SS0145,0.00%,Attention
SS0146,100.00%,Reward
SS0147,100.00%,Reward
SS0148,100.00%,Reward
SS0149,100.00%,Reward
SS0150,60.00%,Attention
SS0151,0.00%,Attention
SS0152,25.00%,Attention
SS0153,66.67%,Attention
SS0154,100.00%,Reward
SS0155,71.43%,Attention
SS0156,100.00%,Reward
SS0157,66.67%,Attention
SS0158,75.00%,Attention
SS0159,50.00%,Attention
SS0160,66.67%,Attention
SS0161,66.67%,Attention
SS0162,100.00%,Reward
SS0163,75.00%,Attention
SS0164,37.50%,Attention
SS0165,0.00%,Attention
SS0167,0.00%,Attention
SS0168,100.00%,Reward
SS0170,50.00%,Attention
SS0174,100.00%,Reward
SS0175,100.00%,Reward
SS0176,75.00%,Attention
SS0179,100.00%,Reward
SS0181,40.00%,Attention
SS0182,0.00%,Attention
SS0184,33.33%,Attention
SS0185,0.00%,Attention
SS0186,0.00%,Attention
SS0187,33.33%,Attention
SS0189,100.00%,Reward
SS0190,33.33%,Attention
SS0191,25.00%,Attention
SS0192,33.33%,Attention
SS0193,100.00%,Reward
SS0194,0.00%,Attention
SS0195,33.33%,Attention
SS0196,100.00%,Reward
SS0197,100.00%,Reward
SS0199,0.00%,Attention
SS0200,40.00%,Attention
SS0201,37.50%,Attention
SS0202,33.33%,Attention
SS0203,50.00%,Attention
SS0204,0.00%,Attention
SS0205,100.00%,Reward
SS0206,25.00%,Attention
SS0207,33.33%,Attention
SS0208,100.00%,Reward
SS0209,50.00%,Attention
SS0210,33.33%,Attention
SS0212,0.00%,Attention
SS0213,0.00%,Attention
SS0214,0.00%,Attention
SS0215,50.00%,Attention
SS0216,50.00%,Attention
SS0217,100.00%,Reward
SS0218,100.00%,Reward
SS0219,100.00%,Reward
SS0220,100.00%,Reward
SS0221,50.00%,Attention
SS0225,0.00%,Attention
SS0226,100.00%,Reward
SS0228,33.33%,Attention
SS0231,0.00%,Attention
SS0232,50.00%,Attention
SS0233,0.00%,Attention
SS0234,100.00%,Reward
SS0235,0.00%,Attention
SS0236,0.00%,Attention
SS0237,72.73%,Attention
SS0238,100.00%,Reward
SS0239,100.00%,Reward
SS0240,33.33%,Attention
SS0241,0.00%,Attention
SS0242,66.67%,Attention
SS0244,100.00%,Reward
SS0245,50.00%,Attention
SS0247,33.33%,Attention
SS0248,0.00%,Attention
SS0249,100.00%,Reward
SS0250,66.67%,Attention
SS0253,33.33%,Attention
SS0254,25.00%,Attention
SS0255,50.00%,Attention
SS0257,25.00%,Attention
SS0258,0.00%,Attention
SS0259,0.00%,Attention
SS0260,0.00%,Attention
SS0264,100.00%,Reward
SS0267,0.00%,Attention
SS0268,100.00%,Reward
SS0269,50.00%,Attention
SS0270,100.00%,Reward
SS0271,100.00%,Reward
SS0272,100.00%,Reward
SS0273,100.00%,Reward
SS0274,100.00%,Reward
SS0275,50.00%,Attention
SS0276,0.00%,Attention
SS0278,0.00%,Attention
SS0279,66.67%,Attention
SS0280,100.00%,Reward
SS0281,0.00%,Attention
SS0282,100.00%,Reward
SS0283,66.67%,Attention
SS0284,0.00%,Attention
SS0285,25.00%,Attention
SS0286,71.43%,Attention
SS0287,50.00%,Attention
SS0288,50.00%,Attention
SS0289,66.67%,Attention
SS0290,100.00%,Reward
SS0291,100.00%,Reward
SS0292,100.00%,Reward
SS0294,0.00%,Attention
SS0295,0.00%,Attention
SS0296,100.00%,Reward
SS0297,100.00%,Reward
SS0298,40.00%,Attention
SS0299,50.00%,Attention
SS0300,100.00%,Reward
SS0301,100.00%,Reward
SS0302,50.00%,Attention
SS0303,100.00%,Reward
SS0304,66.67%,Attention
SS0305,50.00%,Attention
SS0306,100.00%,Reward
SS0307,100.00%,Reward
SS0309,0.00%,Attention
SS0310,80.00%,Reward
SS0311,33.33%,Attention
SS0312,100.00%,Reward
SS0313,0.00%,Attention
SS0314,100.00%,Reward
SS0315,33.33%,Attention
SS0316,100.00%,Reward
SS0317,66.67%,Attention
SS0318,66.67%,Attention
SS0319,100.00%,Reward
SS0320,100.00%,Reward
SS0322,100.00%,Reward
SS0323,100.00%,Reward
SS0327,0.00%,Attention
SS0328,100.00%,Reward
SS0329,66.67%,Attention
SS0330,100.00%,Reward
SS0331,100.00%,Reward
SS0332,100.00%,Reward
SS0333,50.00%,Attention
SS0334,50.00%,Attention
SS0335,16.67%,Attention
SS0336,0.00%,Attention
SS0339,66.67%,Attention
SS0341,75.00%,Attention
SS0342,75.00%,Attention
SS0343,100.00%,Reward
SS0345,80.00%,Reward
SS0346,100.00%,Reward
SS0347,100.00%,Reward
SS0349,100.00%,Reward
SS0350,100.00%,Reward
SS0352,0.00%,Attention
SS0354,50.00%,Attention
SS0355,100.00%,Reward
SS0357,20.00%,Attention
SS0358,0.00%,Attention
SS0362,50.00%,Attention
SS0365,100.00%,Reward
SS0367,50.00%,Attention
SS0368,100.00%,Reward
SS0369,66.67%,Attention
SS0370,0.00%,Attention
SS0371,0.00%,Attention
SS0372,100.00%,Reward
SS0373,66.67%,Attention
SS0374,100.00%,Reward
SS0375,100.00%,Reward
SS0378,100.00%,Reward
SS0379,80.00%,Reward
SS0380,100.00%,Reward
SS0382,100.00%,Reward
SS0383,100.00%,Reward
SS0384,100.00%,Reward
SS0386,100.00%,Reward
SS0388,0.00%,Attention
SS0389,100.00%,Reward
SS0390,100.00%,Reward
SS0391,66.67%,Attention
SS0392,0.00%,Attention
SS0393,100.00%,Reward
SS0395,50.00%,Attention
SS0396,16.67%,Attention
SS0398,100.00%,Reward
SS0399,100.00%,Reward
SS0400,100.00%,Reward
SS0401,50.00%,Attention
SS0406,50.00%,Attention
SS0408,50.00%,Attention
SS0410,100.00%,Reward
SS0411,0.00%,Attention
SS0412,0.00%,Attention
TT0001,42.86%,Attention
TT0002,35.71%,Attention
TT0003,92.86%,Reward
TT0004,46.15%,Attention
TT0005,12.50%,Attention
TT0006,50.00%,Attention
TT0007,40.00%,Attention
TT0008,66.67%,Attention
TT0009,83.33%,Reward
TT0010,50.00%,Attention
TT0011,100.00%,Reward
TT0012,33.33%,Attention
TT0013,44.44%,Attention
TT0014,57.14%,Attention
TT0015,6.67%,Attention
TT0016,66.67%,Attention
TT0017,50.00%,Attention
TT0018,100.00%,Reward
TT0019,66.67%,Attention
TT0020,85.71%,Reward
TT0021,100.00%,Reward
TT0022,36.36%,Attention
TT0023,81.82%,Reward
TT0024,42.86%,Attention
TT0025,66.67%,Attention
TT0026,25.00%,Attention
TT0028,75.00%,Attention
TT0029,75.00%,Attention
TT0030,75.00%,Attention
TT0031,88.89%,Reward
TT0032,57.14%,Attention
TT0033,100.00%,Reward
TT0034,100.00%,Reward
TT0035,100.00%,Reward
TT0036,57.14%,Attention
TT0037,100.00%,Reward
TT0038,75.00%,Attention
TT0039,100.00%,Reward
TT0040,100.00%,Reward
TT0041,100.00%,Reward
TT0042,100.00%,Reward
TT0043,57.14%,Attention
TT0044,83.33%,Reward
TT0045,14.29%,Attention
TT0046,80.00%,Reward
TT0047,50.00%,Attention
TT0048,100.00%,Reward
TT0049,100.00%,Reward
TT0050,100.00%,Reward
TT0051,50.00%,Attention
TT0052,60.00%,Attention
TT0053,100.00%,Reward
TT0055,60.00%,Attention
TT0056,100.00%,Reward
TT0057,80.00%,Reward
TT0058,0.00%,Attention
TT0059,60.00%,Attention
TT0060,40.00%,Attention
TT0061,100.00%,Reward
TT0062,100.00%,Reward
TT0063,33.33%,Attention
TT0064,100.00%,Reward
TT0065,100.00%,Reward
TT0066,0.00%,Attention
TT0067,100.00%,Reward
TT0068,100.00%,Reward
TT0069,0.00%,Attention
TT0070,55.56%,Attention
TT0071,50.00%,Attention
TT0072,100.00%,Reward
TT0073,33.33%,Attention
TT0074,100.00%,Reward
TT0075,85.71%,Reward
TT0076,57.14%,Attention
TT0077,50.00%,Attention
TT0078,100.00%,Reward
TT0079,80.00%,Reward
TT0080,100.00%,Reward
TT0081,100.00%,Reward
TT0082,50.00%,Attention
TT0083,80.00%,Reward
TT0084,57.14%,Attention
TT0085,80.00%,Reward
TT0086,100.00%,Reward
TT0087,7.69%,Attention
TT0088,100.00%,Reward
TT0089,30.00%,Attention
TT0090,100.00%,Reward
TT0091,66.67%,Attention
TT0092,100.00%,Reward
TT0093,80.00%,Reward
TT0094,100.00%,Reward
TT0095,100.00%,Reward
TT0096,100.00%,Reward
TT0098,50.00%,Attention
TT0100,0.00%,Attention
TT0103,100.00%,Reward
TT0104,100.00%,Reward
TT0107,75.00%,Attention
TT0108,100.00%,Reward
TT0109,100.00%,Reward
TT0110,0.00%,Attention
TT0112,100.00%,Reward
TT0114,85.71%,Reward
TT0115,100.00%,Reward
TT0116,88.89%,Reward
TT0117,66.67%,Attention
TT0119,33.33%,Attention
TT0120,100.00%,Reward
TT0121,100.00%,Reward
TT0122,0.00%,Attention
TT0123,66.67%,Attention
TT0124,100.00%,Reward
TT0125,80.00%,Reward
TT0126,66.67%,Attention
TT0127,100.00%,Reward
TT0129,100.00%,Reward
TT0130,100.00%,Reward
TT0131,100.00%,Reward
TT0136,100.00%,Reward
TT0137,0.00%,Attention
TT0138,100.00%,Reward
TT0139,100.00%,Reward
TT0140,100.00%,Reward
TT0141,85.71%,Reward
TT0142,66.67%,Attention
TT0143,100.00%,Reward
TT0144,100.00%,Reward
TT0145,100.00%,Reward
TT0146,66.67%,Attention
TT0147,100.00%,Reward
TT0148,50.00%,Attention
TT0149,100.00%,Reward
TT0150,60.00%,Attention
TT0151,75.00%,Attention
TT0152,100.00%,Reward
TT0153,40.00%,Attention
TT0154,50.00%,Attention
TT0155,100.00%,Reward
TT0156,40.00%,Attention
TT0158,100.00%,Reward
TT0159,85.71%,Reward
TT0160,100.00%,Reward
TT0161,100.00%,Reward
TT0162,80.00%,Reward
TT0163,100.00%,Reward
